productid;productname;subcategory;category
OFF-BI-10002735;Binder Posts;Binders                                           ;Office Supplies
OFF-BI-10002764;Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders;Binders                                           ;Office Supplies
OFF-BI-10002794;GBC ProClick Spines for 32-Hole Punch;Binders                                           ;Office Supplies
OFF-BI-10002799;Premier Elliptical Ring Binder, Black;Binders                                           ;Office Supplies
OFF-BI-10002813;Wilson Jones Standard D-Ring Binders;Binders                                           ;Office Supplies
OFF-BI-10002824;Recycled Premium Regency Composition Covers;Binders                                           ;Office Supplies
OFF-BI-10002827;Clear Mylar Reinforcing Strips;Binders                                           ;Office Supplies
OFF-BI-10002852;Presstex Flexible Ring Binders;Binders                                           ;Office Supplies
OFF-BI-10002854;"""Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""""""";Binders                                           ;Office Supplies
OFF-BI-10002867;Avery Hidden Tab Dividers for Binding Systems;Binders                                           ;Office Supplies
OFF-BI-10002897;Avery Premier Heavy-Duty Binder with Round Locking Rings;Binders                                           ;Office Supplies
OFF-BI-10002931;GBC Prestige Therm-A-Bind Covers;Binders                                           ;Office Supplies
OFF-BI-10002949;Recycled Pressboard Report Cover with Reinforced Top Hinge;Binders                                           ;Office Supplies
OFF-BI-10002954;"""Avery Trapezoid Ring Binder, 3"""" Capacity, Black, 1040 sheets""";Binders                                           ;Office Supplies
OFF-BI-10002976;"""SlimView Poly Binder, 3/8""""""";Binders                                           ;Office Supplies
OFF-BI-10002982;Avery Reinforcements for Hole-Punch Pages;Binders                                           ;Office Supplies
OFF-BI-10003007;Recycled Easel Ring Binders;Binders                                           ;Office Supplies
OFF-BI-10003091;Avery Durable Poly Binders;Binders                                           ;Office Supplies
OFF-BI-10003094;Ibico Standard Transparent Covers;Binders                                           ;Office Supplies
OFF-BI-10003166;Performers Binder/Pad Holder, Black;Binders                                           ;Office Supplies
OFF-BI-10003196;GBC Recycled Regency Composition Covers;Binders                                           ;Office Supplies
OFF-BI-10003274;"""Black Avery Memo-Size 3-Ring Binder, 5 1/2"""" x 8 1/2""""""";Binders                                           ;Office Supplies
OFF-BI-10003291;"""Avery Trapezoid Extra Heavy Duty 4"""" Binders""";Binders                                           ;Office Supplies
OFF-BI-10003305;Prestige Round Ring Binders;Binders                                           ;Office Supplies
OFF-BI-10003314;Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders;Binders                                           ;Office Supplies
OFF-BI-10003350;ACCOHIDE Binder by Acco;Binders                                           ;Office Supplies
OFF-BI-10003355;Avery Self-Adhesive Photo Pockets for Polaroid Photos;Binders                                           ;Office Supplies
OFF-BI-10003364;"""Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"""" x 11""""""";Binders                                           ;Office Supplies
OFF-BI-10003429;GBC DocuBind TL200 Manual Binding Machine;Binders                                           ;Office Supplies
OFF-BI-10003460;Self-Adhesive Ring Binder Labels;Binders                                           ;Office Supplies
OFF-BI-10003476;GBC Plasticlear Binding Covers;Binders                                           ;Office Supplies
OFF-BI-10003527;Accohide Poly Flexible Ring Binders;Binders                                           ;Office Supplies
OFF-BI-10003529;Avery Durable Slant Ring Binders, No Labels;Binders                                           ;Office Supplies
OFF-BI-10003638;Wilson Jones Leather-Like Binders with DublLock Round Rings;Binders                                           ;Office Supplies
OFF-BI-10003650;Avery Hanging File Binders;Binders                                           ;Office Supplies
OFF-BI-10003655;Tuff Stuff Recycled Round Ring Binders;Binders                                           ;Office Supplies
OFF-BI-10003656;Acco Expandable Hanging Binders;Binders                                           ;Office Supplies
OFF-BI-10003669;Cardinal Holdit Business Card Pockets;Binders                                           ;Office Supplies
OFF-BI-10003676;Binding Machine Supplies;Binders                                           ;Office Supplies
OFF-BI-10003684;Cardinal HOLDit! Binder Insert Strips,Extra Strips;Binders                                           ;Office Supplies
OFF-BI-10003694;Acco 3-Hole Punch;Binders                                           ;Office Supplies
OFF-BI-10003707;Avery Metallic Poly Binders;Binders                                           ;Office Supplies
OFF-BI-10003708;Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind;Binders                                           ;Office Supplies
OFF-BI-10003712;Avery Round Ring Poly Binders;Binders                                           ;Office Supplies
OFF-BI-10003718;GBC Durable Plastic Covers;Binders                                           ;Office Supplies
OFF-BI-10003719;GBC DocuBind 300 Electric Binding Machine;Binders                                           ;Office Supplies
OFF-BI-10003727;Durable Pressboard Binders;Binders                                           ;Office Supplies
OFF-BI-10003784;Fellowes PB200 Plastic Comb Binding Machine;Binders                                           ;Office Supplies
OFF-BI-10003876;3M Organizer Strips;Binders                                           ;Office Supplies
OFF-BI-10003910;GBC Standard Recycled Report Covers, Clear Plastic Sheets;Binders                                           ;Office Supplies
OFF-BI-10003925;Wilson Jones Legal Size Ring Binders;Binders                                           ;Office Supplies
OFF-BI-10003963;"""Avery 3 1/2"""" Diskette Storage Pages, 10/Pack""";Binders                                           ;Office Supplies
OFF-BI-10003981;Aluminum Screw Posts;Binders                                           ;Office Supplies
OFF-BI-10003982;"""Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""""""";Binders                                           ;Office Supplies
OFF-BI-10003984;"""Acco Pressboard Covers with Storage Hooks, 14 7/8"""" x 11"""", Light Blue""";Binders                                           ;Office Supplies
OFF-BI-10004001;GBC Therma-A-Bind 250T Electric Binding System;Binders                                           ;Office Supplies
OFF-BI-10004002;Large Capacity Hanging Post Binders;Binders                                           ;Office Supplies
OFF-BI-10004022;Avery Durable Slant Ring Binders With Label Holder;Binders                                           ;Office Supplies
OFF-BI-10004040;Computer Printout Index Tabs;Binders                                           ;Office Supplies
OFF-BI-10004094;"""Green Canvas Binder for 8-1/2"""" x 14"""" Sheets""";Binders                                           ;Office Supplies
OFF-BI-10004099;DXL Angle-View Binders with Locking Rings by Samsill;Binders                                           ;Office Supplies
OFF-BI-10004139;Fellowes PB300 Plastic Comb Binding Machine;Binders                                           ;Office Supplies
OFF-BI-10004140;Cardinal Holdit Data Disk Pockets;Binders                                           ;Office Supplies
OFF-BI-10004141;"""Avery Durable Plastic 1"""" Binders""";Binders                                           ;Office Supplies
OFF-BI-10004182;Wilson Jones Century Plastic Molded Ring Binders;Binders                                           ;Office Supplies
